,split,nspeakers,filename,session,ref_speaker,mix,audio_duration,brouhaha_speech_duration,brouhaha_speech_percentage,brouhaha_snr_mean,brouhaha_c50_mean
dev/1/S07_P18_81a_mix.wav,dev,1,S07_P18_81a_mix,S07,P18,81a_mix,7.17,5.6530000000000005,0.788423988842399,21.966102600097656,13.58265495300293
dev/1/S07_P18_81a_noise.wav,dev,1,S07_P18_81a_noise,S07,P18,81a_noise,7.17,0,0.0,2.715545415878296,22.566049575805664
dev/1/S07_P18_81a_speech.wav,dev,1,S07_P18_81a_speech,S07,P18,81a_speech,7.17,4.202,0.5860529986052999,45.775634765625,13.093825340270996
dev/1/S07_P18_82a_mix.wav,dev,1,S07_P18_82a_mix,S07,P18,82a_mix,3.87,2.548,0.6583979328165375,7.58159065246582,10.670083999633787
dev/1/S07_P18_82a_noise.wav,dev,1,S07_P18_82a_noise,S07,P18,82a_noise,3.87,0,0.0,0.1128005310893058,26.27837181091309
dev/1/S07_P18_82a_speech.wav,dev,1,S07_P18_82a_speech,S07,P18,82a_speech,3.87,2.565,0.6627906976744186,26.83212280273437,9.808935165405272
dev/1/S07_P18_82b_mix.wav,dev,1,S07_P18_82b_mix,S07,P18,82b_mix,3.87,1.08,0.27906976744186046,11.040717124938965,15.473443984985352
dev/1/S07_P18_82b_noise.wav,dev,1,S07_P18_82b_noise,S07,P18,82b_noise,3.87,0,0.0,0.1128005310893058,26.27837181091309
dev/1/S07_P18_82b_speech.wav,dev,1,S07_P18_82b_speech,S07,P18,82b_speech,3.87,1.097,0.2834625322997416,35.50160598754883,19.179256439208984
dev/1/S07_P18_83b_mix.wav,dev,1,S07_P18_83b_mix,S07,P18,83b_mix,6.17,5.721,0.927228525121556,15.944571495056152,10.946860313415527
dev/1/S07_P18_83b_noise.wav,dev,1,S07_P18_83b_noise,S07,P18,83b_noise,6.17,0,0.0,-1.5490957498550415,40.51883316040039
dev/1/S07_P18_83b_speech.wav,dev,1,S07_P18_83b_speech,S07,P18,83b_speech,6.17,5.721,0.927228525121556,43.23591995239258,9.390385627746582
dev/1/S07_P18_84a_mix.wav,dev,1,S07_P18_84a_mix,S07,P18,84a_mix,7.06,5.535,0.7839943342776204,13.36910343170166,37.68504333496094
dev/1/S07_P18_84a_noise.wav,dev,1,S07_P18_84a_noise,S07,P18,84a_noise,7.06,0,0.0,3.3028275966644287,24.90429306030273
dev/1/S07_P18_84a_speech.wav,dev,1,S07_P18_84a_speech,S07,P18,84a_speech,7.06,5.805,0.8222379603399433,57.935882568359375,23.17936515808105
dev/1/S07_P18_85a_mix.wav,dev,1,S07_P18_85a_mix,S07,P18,85a_mix,17.84,14.074000000000002,0.7889013452914799,22.864727020263672,16.569351196289062
dev/1/S07_P18_85a_noise.wav,dev,1,S07_P18_85a_noise,S07,P18,85a_noise,17.84,0,0.0,-1.099724292755127,27.528303146362305
dev/1/S07_P18_85a_speech.wav,dev,1,S07_P18_85a_speech,S07,P18,85a_speech,17.84,14.158,0.793609865470852,51.75733184814453,16.2762393951416
dev/1/S07_P18_85b_mix.wav,dev,1,S07_P18_85b_mix,S07,P18,85b_mix,17.84,13.298,0.7454035874439462,14.110456466674805,8.932662963867188
dev/1/S07_P18_85b_noise.wav,dev,1,S07_P18_85b_noise,S07,P18,85b_noise,17.84,0,0.0,-1.099724292755127,27.528303146362305
dev/1/S07_P18_85b_speech.wav,dev,1,S07_P18_85b_speech,S07,P18,85b_speech,17.84,13.483,0.7557735426008969,37.84932327270508,9.31245231628418
dev/1/S07_P18_86b_mix.wav,dev,1,S07_P18_86b_mix,S07,P18,86b_mix,6.59,6.429,0.9755690440060699,17.916946411132812,10.824173927307127
dev/1/S07_P18_86b_noise.wav,dev,1,S07_P18_86b_noise,S07,P18,86b_noise,6.59,0.9119999999999999,0.13839150227617603,-0.0443126149475574,19.410171508789062
dev/1/S07_P18_86b_speech.wav,dev,1,S07_P18_86b_speech,S07,P18,86b_speech,6.59,6.48,0.9833080424886192,51.10802459716797,11.719253540039062
dev/1/S07_P18_87a_mix.wav,dev,1,S07_P18_87a_mix,S07,P18,87a_mix,16.4,14.631,0.8921341463414635,24.10748863220215,5.721776962280273
dev/1/S07_P18_87a_noise.wav,dev,1,S07_P18_87a_noise,S07,P18,87a_noise,16.4,0,0.0,5.164166450500488,22.43127822875977
dev/1/S07_P18_87a_speech.wav,dev,1,S07_P18_87a_speech,S07,P18,87a_speech,16.4,15.053,0.9178658536585367,38.26689910888672,5.490384101867676
dev/1/S07_P18_87b_mix.wav,dev,1,S07_P18_87b_mix,S07,P18,87b_mix,16.4,14.530000000000001,0.8859756097560977,13.311805725097656,21.77508544921875
dev/1/S07_P18_87b_noise.wav,dev,1,S07_P18_87b_noise,S07,P18,87b_noise,16.4,0,0.0,5.164166450500488,22.43127822875977
dev/1/S07_P18_87b_speech.wav,dev,1,S07_P18_87b_speech,S07,P18,87b_speech,16.4,14.749,0.899329268292683,38.22376251220703,21.7000675201416
dev/1/S07_P18_88b_mix.wav,dev,1,S07_P18_88b_mix,S07,P18,88b_mix,5.66,5.248,0.9272084805653711,17.302988052368164,13.611159324645996
dev/1/S07_P18_88b_noise.wav,dev,1,S07_P18_88b_noise,S07,P18,88b_noise,5.66,0,0.0,0.1873873323202133,21.26250457763672
dev/1/S07_P18_88b_speech.wav,dev,1,S07_P18_88b_speech,S07,P18,88b_speech,5.66,5.231,0.9242049469964664,43.82426071166992,13.664481163024902
dev/1/S07_P18_89b_mix.wav,dev,1,S07_P18_89b_mix,S07,P18,89b_mix,7.36,7.121,0.9675271739130435,14.088478088378906,18.12225341796875
dev/1/S07_P18_89b_noise.wav,dev,1,S07_P18_89b_noise,S07,P18,89b_noise,7.36,0,0.0,5.914208889007568,34.02425003051758
dev/1/S07_P18_89b_speech.wav,dev,1,S07_P18_89b_speech,S07,P18,89b_speech,7.36,7.155,0.9721467391304348,46.644527435302734,19.10070037841797
dev/1/S07_P18_8a_mix.wav,dev,1,S07_P18_8a_mix,S07,P18,8a_mix,6.11,6.041,0.9887070376432079,5.752481937408447,11.68251895904541
dev/1/S07_P18_8a_noise.wav,dev,1,S07_P18_8a_noise,S07,P18,8a_noise,6.11,0,0.0,1.1950123310089111,22.50983238220215
dev/1/S07_P18_8a_speech.wav,dev,1,S07_P18_8a_speech,S07,P18,8a_speech,6.11,5.906,0.9666121112929622,35.806297302246094,9.682854652404783
dev/1/S07_P18_90a_mix.wav,dev,1,S07_P18_90a_mix,S07,P18,90a_mix,3.56,3.51,0.9859550561797752,24.51727867126465,15.478469848632812
dev/1/S07_P18_90a_noise.wav,dev,1,S07_P18_90a_noise,S07,P18,90a_noise,3.56,0,0.0,5.800042152404785,18.98879051208496
dev/1/S07_P18_90a_speech.wav,dev,1,S07_P18_90a_speech,S07,P18,90a_speech,3.56,3.426,0.9623595505617978,49.04116439819336,12.051587104797363
dev/1/S07_P18_90b_mix.wav,dev,1,S07_P18_90b_mix,S07,P18,90b_mix,3.56,3.51,0.9859550561797752,17.97292709350586,10.50705909729004
dev/1/S07_P18_90b_noise.wav,dev,1,S07_P18_90b_noise,S07,P18,90b_noise,3.56,0,0.0,5.800042152404785,18.98879051208496
dev/1/S07_P18_90b_speech.wav,dev,1,S07_P18_90b_speech,S07,P18,90b_speech,3.56,2.852,0.801123595505618,38.02671432495117,8.940783500671387
dev/1/S07_P18_91b_mix.wav,dev,1,S07_P18_91b_mix,S07,P18,91b_mix,6.1,6.041,0.9903278688524592,5.255753517150879,10.749104499816896
dev/1/S07_P18_91b_noise.wav,dev,1,S07_P18_91b_noise,S07,P18,91b_noise,6.1,0,0.0,3.313119649887085,25.323381423950195
dev/1/S07_P18_91b_speech.wav,dev,1,S07_P18_91b_speech,S07,P18,91b_speech,6.1,5.94,0.9737704918032788,44.478424072265625,8.814319610595703
dev/1/S07_P18_92a_mix.wav,dev,1,S07_P18_92a_mix,S07,P18,92a_mix,14.85,13.246,0.891986531986532,23.56361389160156,13.02378273010254
dev/1/S07_P18_92a_noise.wav,dev,1,S07_P18_92a_noise,S07,P18,92a_noise,14.85,0.034,0.0022895622895622897,1.1161553859710691,28.562849044799805
dev/1/S07_P18_92a_speech.wav,dev,1,S07_P18_92a_speech,S07,P18,92a_speech,14.85,13.246,0.891986531986532,51.894527435302734,14.578208923339844
dev/1/S07_P18_92b_mix.wav,dev,1,S07_P18_92b_mix,S07,P18,92b_mix,14.85,13.669,0.9204713804713806,12.992260932922363,10.43966293334961
dev/1/S07_P18_92b_noise.wav,dev,1,S07_P18_92b_noise,S07,P18,92b_noise,14.85,0.034,0.0022895622895622897,1.1161553859710691,28.562849044799805
dev/1/S07_P18_92b_speech.wav,dev,1,S07_P18_92b_speech,S07,P18,92b_speech,14.85,13.703,0.9227609427609428,36.76436996459961,10.433865547180176
dev/1/S07_P18_96a_mix.wav,dev,1,S07_P18_96a_mix,S07,P18,96a_mix,10.03,9.956,0.9926221335992024,16.788169860839844,35.09769058227539
dev/1/S07_P18_96a_noise.wav,dev,1,S07_P18_96a_noise,S07,P18,96a_noise,10.03,0.034,0.0033898305084745766,0.0663383901119232,18.04659843444824
dev/1/S07_P18_96a_speech.wav,dev,1,S07_P18_96a_speech,S07,P18,96a_speech,10.03,9.956,0.9926221335992024,48.23954772949219,29.602767944335938
dev/1/S07_P18_96b_mix.wav,dev,1,S07_P18_96b_mix,S07,P18,96b_mix,10.03,9.787,0.9757726819541377,20.862228393554688,6.600604057312012
dev/1/S07_P18_96b_noise.wav,dev,1,S07_P18_96b_noise,S07,P18,96b_noise,10.03,0.034,0.0033898305084745766,0.0663383901119232,18.04659843444824
dev/1/S07_P18_96b_speech.wav,dev,1,S07_P18_96b_speech,S07,P18,96b_speech,10.03,9.939,0.9909272183449652,48.76741790771485,7.329372406005859
dev/1/S07_P18_97a_mix.wav,dev,1,S07_P18_97a_mix,S07,P18,97a_mix,9.2,8.927,0.9703260869565218,34.12928009033203,17.872209548950195
dev/1/S07_P18_97a_noise.wav,dev,1,S07_P18_97a_noise,S07,P18,97a_noise,9.2,0,0.0,12.772101402282717,29.947280883789062
dev/1/S07_P18_97a_speech.wav,dev,1,S07_P18_97a_speech,S07,P18,97a_speech,9.2,8.843,0.9611956521739131,45.52957534790039,18.033618927001957
dev/1/S07_P18_98a_mix.wav,dev,1,S07_P18_98a_mix,S07,P18,98a_mix,5.72,5.67,0.9912587412587412,23.5337028503418,10.177265167236328
dev/1/S07_P18_98a_noise.wav,dev,1,S07_P18_98a_noise,S07,P18,98a_noise,5.72,0,0.0,22.57726287841797,20.266664505004883
dev/1/S07_P18_98a_speech.wav,dev,1,S07_P18_98a_speech,S07,P18,98a_speech,5.72,5.67,0.9912587412587412,36.95011520385742,10.052042007446287
dev/1/S07_P18_98b_mix.wav,dev,1,S07_P18_98b_mix,S07,P18,98b_mix,5.72,5.67,0.9912587412587412,28.620513916015625,10.31703758239746
dev/1/S07_P18_98b_noise.wav,dev,1,S07_P18_98b_noise,S07,P18,98b_noise,5.72,0,0.0,22.57726287841797,20.266664505004883
dev/1/S07_P18_98b_speech.wav,dev,1,S07_P18_98b_speech,S07,P18,98b_speech,5.72,5.67,0.9912587412587412,56.56398391723633,9.43071746826172
dev/1/S07_P18_99b_mix.wav,dev,1,S07_P18_99b_mix,S07,P18,99b_mix,8.15,6.834,0.8385276073619631,20.382640838623047,10.014206886291504
dev/1/S07_P18_99b_noise.wav,dev,1,S07_P18_99b_noise,S07,P18,99b_noise,8.15,0,0.0,-0.0772893577814102,28.531822204589844
dev/1/S07_P18_99b_speech.wav,dev,1,S07_P18_99b_speech,S07,P18,99b_speech,8.15,6.885,0.8447852760736195,40.19858169555664,9.047073364257812
dev/1/S07_P19_100a_mix.wav,dev,1,S07_P19_100a_mix,S07,P19,100a_mix,4.38,3.527,0.8052511415525114,25.341745376586918,11.330665588378906
dev/1/S07_P19_100a_noise.wav,dev,1,S07_P19_100a_noise,S07,P19,100a_noise,4.38,0,0.0,12.0158052444458,22.54826545715332
dev/1/S07_P19_100a_speech.wav,dev,1,S07_P19_100a_speech,S07,P19,100a_speech,4.38,3.662,0.8360730593607306,63.434696197509766,10.691697120666504
dev/1/S07_P19_100b_mix.wav,dev,1,S07_P19_100b_mix,S07,P19,100b_mix,4.38,4.286,0.978538812785388,21.12615966796875,44.24119567871094
dev/1/S07_P19_100b_noise.wav,dev,1,S07_P19_100b_noise,S07,P19,100b_noise,4.38,0,0.0,12.0158052444458,22.54826545715332
dev/1/S07_P19_100b_speech.wav,dev,1,S07_P19_100b_speech,S07,P19,100b_speech,4.38,4.32,0.9863013698630138,54.25289916992188,43.675743103027344
dev/1/S07_P19_101b_mix.wav,dev,1,S07_P19_101b_mix,S07,P19,101b_mix,4.25,3.932,0.9251764705882353,24.29602813720703,21.216318130493164
dev/1/S07_P19_101b_noise.wav,dev,1,S07_P19_101b_noise,S07,P19,101b_noise,4.25,0,0.0,0.8078864216804504,23.20254898071289
dev/1/S07_P19_101b_speech.wav,dev,1,S07_P19_101b_speech,S07,P19,101b_speech,4.25,4.202,0.9887058823529412,51.51627349853516,21.21481704711914
dev/1/S07_P19_102a_mix.wav,dev,1,S07_P19_102a_mix,S07,P19,102a_mix,14.43,12.977,0.8993069993069993,19.97618293762207,8.790473937988281
dev/1/S07_P19_102a_noise.wav,dev,1,S07_P19_102a_noise,S07,P19,102a_noise,14.43,0,0.0,-0.5325179100036621,26.541139602661133
dev/1/S07_P19_102a_speech.wav,dev,1,S07_P19_102a_speech,S07,P19,102a_speech,14.43,12.96,0.8981288981288982,43.39909362792969,8.132473945617676
dev/1/S07_P19_102b_mix.wav,dev,1,S07_P19_102b_mix,S07,P19,102b_mix,14.43,11.981,0.8302841302841303,17.26430320739746,8.355217933654785
dev/1/S07_P19_102b_noise.wav,dev,1,S07_P19_102b_noise,S07,P19,102b_noise,14.43,0,0.0,-0.5325179100036621,26.541139602661133
dev/1/S07_P19_102b_speech.wav,dev,1,S07_P19_102b_speech,S07,P19,102b_speech,14.43,12.758,0.884130284130284,47.98757553100586,8.1638765335083
dev/1/S07_P19_103a_mix.wav,dev,1,S07_P19_103a_mix,S07,P19,103a_mix,4.17,4.118,0.9875299760191848,21.28635597229004,12.366949081420898
dev/1/S07_P19_103a_noise.wav,dev,1,S07_P19_103a_noise,S07,P19,103a_noise,4.17,0,0.0,-0.9060364961624146,25.751527786254883
dev/1/S07_P19_103a_speech.wav,dev,1,S07_P19_103a_speech,S07,P19,103a_speech,4.17,4.118,0.9875299760191848,38.22985458374024,12.258746147155762
dev/1/S07_P19_104a_mix.wav,dev,1,S07_P19_104a_mix,S07,P19,104a_mix,4.61,3.949,0.8566160520607374,16.11945915222168,9.219656944274902
dev/1/S07_P19_104a_noise.wav,dev,1,S07_P19_104a_noise,S07,P19,104a_noise,4.61,0,0.0,0.0517592057585716,32.546630859375
dev/1/S07_P19_104a_speech.wav,dev,1,S07_P19_104a_speech,S07,P19,104a_speech,4.61,3.797,0.823644251626898,42.72548675537109,9.19306182861328
dev/1/S07_P19_105a_mix.wav,dev,1,S07_P19_105a_mix,S07,P19,105a_mix,4.93,4.776,0.9687626774847871,6.259503364562988,25.273717880249023
dev/1/S07_P19_105a_noise.wav,dev,1,S07_P19_105a_noise,S07,P19,105a_noise,4.93,0,0.0,11.28229808807373,19.742420196533203
dev/1/S07_P19_105a_speech.wav,dev,1,S07_P19_105a_speech,S07,P19,105a_speech,4.93,4.877,0.9892494929006085,49.76756286621094,18.16676521301269
dev/1/S07_P19_106a_mix.wav,dev,1,S07_P19_106a_mix,S07,P19,106a_mix,8.35,7.965,0.9538922155688623,30.338403701782227,23.91922378540039
dev/1/S07_P19_106a_noise.wav,dev,1,S07_P19_106a_noise,S07,P19,106a_noise,8.35,0.236,0.028263473053892214,0.519878089427948,25.20238304138184
dev/1/S07_P19_106a_speech.wav,dev,1,S07_P19_106a_speech,S07,P19,106a_speech,8.35,8.168,0.9782035928143712,56.90451431274414,19.346603393554688
dev/1/S07_P19_106b_mix.wav,dev,1,S07_P19_106b_mix,S07,P19,106b_mix,8.35,7.931,0.9498203592814372,27.913070678710938,5.227555751800537
dev/1/S07_P19_106b_noise.wav,dev,1,S07_P19_106b_noise,S07,P19,106b_noise,8.35,0.236,0.028263473053892214,0.519878089427948,25.20238304138184
dev/1/S07_P19_106b_speech.wav,dev,1,S07_P19_106b_speech,S07,P19,106b_speech,8.35,7.948,0.9518562874251498,55.8564567565918,5.38839864730835
dev/1/S07_P19_107b_mix.wav,dev,1,S07_P19_107b_mix,S07,P19,107b_mix,14.35,14.107,0.9830662020905923,27.030553817749023,8.757698059082031
dev/1/S07_P19_107b_noise.wav,dev,1,S07_P19_107b_noise,S07,P19,107b_noise,14.35,0,0.0,0.4145828485488891,23.439926147460938
dev/1/S07_P19_107b_speech.wav,dev,1,S07_P19_107b_speech,S07,P19,107b_speech,14.35,14.141,0.9854355400696865,44.06747055053711,8.750978469848633
dev/1/S07_P19_108a_mix.wav,dev,1,S07_P19_108a_mix,S07,P19,108a_mix,8.01,7.948,0.9922596754057429,10.83919620513916,8.921396255493164
dev/1/S07_P19_108a_noise.wav,dev,1,S07_P19_108a_noise,S07,P19,108a_noise,8.01,0,0.0,2.717794418334961,22.95687484741211
dev/1/S07_P19_108a_speech.wav,dev,1,S07_P19_108a_speech,S07,P19,108a_speech,8.01,7.695,0.9606741573033708,46.49150085449219,8.820735931396484
dev/1/S07_P19_108b_mix.wav,dev,1,S07_P19_108b_mix,S07,P19,108b_mix,8.01,5.771,0.720474406991261,13.665575981140137,23.445451736450195
dev/1/S07_P19_108b_noise.wav,dev,1,S07_P19_108b_noise,S07,P19,108b_noise,8.01,0,0.0,2.717794418334961,22.95687484741211
dev/1/S07_P19_108b_speech.wav,dev,1,S07_P19_108b_speech,S07,P19,108b_speech,8.01,5.721,0.7142322097378278,41.93100357055664,24.39171028137207
dev/1/S07_P19_109a_mix.wav,dev,1,S07_P19_109a_mix,S07,P19,109a_mix,3.33,3.274,0.9831831831831832,19.39736557006836,27.639328002929688
dev/1/S07_P19_109a_noise.wav,dev,1,S07_P19_109a_noise,S07,P19,109a_noise,3.33,0.877,0.26336336336336336,12.225879669189451,46.879276275634766
dev/1/S07_P19_109a_speech.wav,dev,1,S07_P19_109a_speech,S07,P19,109a_speech,3.33,3.274,0.9831831831831832,43.91762161254883,26.118608474731445
dev/1/S07_P19_109b_mix.wav,dev,1,S07_P19_109b_mix,S07,P19,109b_mix,3.33,2.43,0.7297297297297297,32.734092712402344,9.69579792022705
dev/1/S07_P19_109b_noise.wav,dev,1,S07_P19_109b_noise,S07,P19,109b_noise,3.33,0.877,0.26336336336336336,12.225879669189451,46.879276275634766
dev/1/S07_P19_109b_speech.wav,dev,1,S07_P19_109b_speech,S07,P19,109b_speech,3.33,2.464,0.7399399399399399,42.37491226196289,9.809182167053224
dev/1/S07_P19_10a_mix.wav,dev,1,S07_P19_10a_mix,S07,P19,10a_mix,3.48,1.806,0.5189655172413793,14.566591262817385,11.050731658935549
dev/1/S07_P19_10a_noise.wav,dev,1,S07_P19_10a_noise,S07,P19,10a_noise,3.48,0,0.0,4.212399482727051,20.46874618530273
dev/1/S07_P19_10a_speech.wav,dev,1,S07_P19_10a_speech,S07,P19,10a_speech,3.48,1.333,0.38304597701149423,43.16203689575195,9.609668731689451
dev/1/S07_P19_110a_mix.wav,dev,1,S07_P19_110a_mix,S07,P19,110a_mix,5.91,4.236,0.716751269035533,17.85940933227539,12.888179779052734
dev/1/S07_P19_110a_noise.wav,dev,1,S07_P19_110a_noise,S07,P19,110a_noise,5.91,0,0.0,5.77750825881958,27.003705978393555
dev/1/S07_P19_110a_speech.wav,dev,1,S07_P19_110a_speech,S07,P19,110a_speech,5.91,3.105,0.5253807106598984,40.44386672973633,14.904637336730955
dev/1/S07_P19_110b_mix.wav,dev,1,S07_P19_110b_mix,S07,P19,110b_mix,5.91,4.236000000000001,0.7167512690355331,27.9980411529541,17.266483306884766
dev/1/S07_P19_110b_noise.wav,dev,1,S07_P19_110b_noise,S07,P19,110b_noise,5.91,0,0.0,5.77750825881958,27.003705978393555
dev/1/S07_P19_110b_speech.wav,dev,1,S07_P19_110b_speech,S07,P19,110b_speech,5.91,4.287,0.7253807106598984,49.13136672973633,16.41904640197754
dev/1/S07_P19_111a_mix.wav,dev,1,S07_P19_111a_mix,S07,P19,111a_mix,3.52,3.308,0.9397727272727272,35.46981430053711,8.649246215820312
dev/1/S07_P19_111a_noise.wav,dev,1,S07_P19_111a_noise,S07,P19,111a_noise,3.52,1.991,0.565625,14.18562126159668,23.666038513183597
dev/1/S07_P19_111a_speech.wav,dev,1,S07_P19_111a_speech,S07,P19,111a_speech,3.52,3.358,0.9539772727272727,48.832786560058594,8.44659423828125
dev/1/S07_P19_112a_mix.wav,dev,1,S07_P19_112a_mix,S07,P19,112a_mix,3.45,3.088,0.8950724637681159,10.508493423461914,17.45116424560547
dev/1/S07_P19_112a_noise.wav,dev,1,S07_P19_112a_noise,S07,P19,112a_noise,3.45,0,0.0,6.233453273773193,23.84772682189941
dev/1/S07_P19_112a_speech.wav,dev,1,S07_P19_112a_speech,S07,P19,112a_speech,3.45,3.206,0.9292753623188406,38.85113525390625,16.510122299194336
dev/1/S07_P19_114b_mix.wav,dev,1,S07_P19_114b_mix,S07,P19,114b_mix,6.14,5.822,0.9482084690553747,13.077180862426758,11.75570297241211
dev/1/S07_P19_114b_noise.wav,dev,1,S07_P19_114b_noise,S07,P19,114b_noise,6.14,0,0.0,-2.9256107807159424,23.894237518310547
dev/1/S07_P19_114b_speech.wav,dev,1,S07_P19_114b_speech,S07,P19,114b_speech,6.14,5.991,0.9757328990228012,45.16477584838867,13.053326606750488
dev/1/S07_P19_115a_mix.wav,dev,1,S07_P19_115a_mix,S07,P19,115a_mix,4.38,3.493,0.7974885844748858,24.221664428710938,8.754280090332031
dev/1/S07_P19_115a_noise.wav,dev,1,S07_P19_115a_noise,S07,P19,115a_noise,4.38,0.034,0.0077625570776255716,13.679244041442873,13.111084938049316
dev/1/S07_P19_115a_speech.wav,dev,1,S07_P19_115a_speech,S07,P19,115a_speech,4.38,3.358,0.7666666666666667,42.25411605834961,8.593106269836426
dev/1/S07_P19_115b_mix.wav,dev,1,S07_P19_115b_mix,S07,P19,115b_mix,4.38,3.797,0.8668949771689498,19.93662452697754,14.755264282226562
dev/1/S07_P19_115b_noise.wav,dev,1,S07_P19_115b_noise,S07,P19,115b_noise,4.38,0.034,0.0077625570776255716,13.679244041442873,13.111084938049316
dev/1/S07_P19_115b_speech.wav,dev,1,S07_P19_115b_speech,S07,P19,115b_speech,4.38,3.763,0.8591324200913242,48.991241455078125,15.61367416381836
dev/1/S07_P19_116b_mix.wav,dev,1,S07_P19_116b_mix,S07,P19,116b_mix,12.14,11.509,0.9480230642504118,26.285505294799805,21.67778778076172
dev/1/S07_P19_116b_noise.wav,dev,1,S07_P19_116b_noise,S07,P19,116b_noise,12.14,0,0.0,2.2517290115356445,23.247692108154297
dev/1/S07_P19_116b_speech.wav,dev,1,S07_P19_116b_speech,S07,P19,116b_speech,12.14,11.323,0.9327018121911038,48.011024475097656,26.015504837036133
dev/1/S07_P19_117b_mix.wav,dev,1,S07_P19_117b_mix,S07,P19,117b_mix,8.96,8.741,0.9755580357142856,13.78092098236084,12.19149112701416
dev/1/S07_P19_117b_noise.wav,dev,1,S07_P19_117b_noise,S07,P19,117b_noise,8.96,0,0.0,1.612346887588501,21.456336975097656
dev/1/S07_P19_117b_speech.wav,dev,1,S07_P19_117b_speech,S07,P19,117b_speech,8.96,8.657,0.9661830357142857,44.30757141113281,14.158782958984377
dev/1/S07_P19_118b_mix.wav,dev,1,S07_P19_118b_mix,S07,P19,118b_mix,5.82,3.442,0.5914089347079038,14.002822875976562,12.014654159545898
dev/1/S07_P19_118b_noise.wav,dev,1,S07_P19_118b_noise,S07,P19,118b_noise,5.82,0,0.0,-1.365174412727356,24.0537109375
dev/1/S07_P19_118b_speech.wav,dev,1,S07_P19_118b_speech,S07,P19,118b_speech,5.82,3.426,0.588659793814433,55.17787170410156,9.447364807128906
dev/1/S07_P19_119b_mix.wav,dev,1,S07_P19_119b_mix,S07,P19,119b_mix,3.0,2.278,0.7593333333333333,18.863256454467773,12.43633270263672
dev/1/S07_P19_119b_noise.wav,dev,1,S07_P19_119b_noise,S07,P19,119b_noise,3.0,0,0.0,6.114784240722656,27.574098587036133
dev/1/S07_P19_119b_speech.wav,dev,1,S07_P19_119b_speech,S07,P19,119b_speech,3.0,1.705,0.5683333333333334,42.93017578125,12.069820404052734
dev/1/S07_P19_11b_mix.wav,dev,1,S07_P19_11b_mix,S07,P19,11b_mix,3.93,3.881,0.987531806615776,41.87035751342773,12.628660202026367
dev/1/S07_P19_11b_noise.wav,dev,1,S07_P19_11b_noise,S07,P19,11b_noise,3.93,0.405,0.10305343511450382,7.262650966644287,15.185757637023926
dev/1/S07_P19_11b_speech.wav,dev,1,S07_P19_11b_speech,S07,P19,11b_speech,3.93,3.51,0.8931297709923663,41.23556137084961,13.247971534729004
dev/1/S07_P19_120a_mix.wav,dev,1,S07_P19_120a_mix,S07,P19,120a_mix,3.34,3.004,0.8994011976047904,3.815659999847412,22.43424224853516
dev/1/S07_P19_120a_noise.wav,dev,1,S07_P19_120a_noise,S07,P19,120a_noise,3.34,0,0.0,15.796545028686523,25.970537185668945
dev/1/S07_P19_120a_speech.wav,dev,1,S07_P19_120a_speech,S07,P19,120a_speech,3.34,2.886,0.8640718562874252,37.36253356933594,20.65573501586914
dev/1/S07_P19_120b_mix.wav,dev,1,S07_P19_120b_mix,S07,P19,120b_mix,3.34,3.173,0.9500000000000001,14.487460136413574,10.473965644836426
dev/1/S07_P19_120b_noise.wav,dev,1,S07_P19_120b_noise,S07,P19,120b_noise,3.34,0,0.0,15.796545028686523,25.970537185668945
dev/1/S07_P19_120b_speech.wav,dev,1,S07_P19_120b_speech,S07,P19,120b_speech,3.34,3.223,0.9649700598802395,46.82072830200195,9.59291172027588
dev/1/S07_P19_121a_mix.wav,dev,1,S07_P19_121a_mix,S07,P19,121a_mix,3.66,3.459,0.9450819672131148,8.612935066223145,23.0460262298584
dev/1/S07_P19_121a_noise.wav,dev,1,S07_P19_121a_noise,S07,P19,121a_noise,3.66,0,0.0,0.0164371114224195,22.02000617980957
dev/1/S07_P19_121a_speech.wav,dev,1,S07_P19_121a_speech,S07,P19,121a_speech,3.66,3.409,0.9314207650273223,42.05899810791016,20.99239730834961
dev/1/S07_P19_121b_mix.wav,dev,1,S07_P19_121b_mix,S07,P19,121b_mix,3.66,3.611,0.9866120218579235,7.4305315017700195,15.12203884124756
dev/1/S07_P19_121b_noise.wav,dev,1,S07_P19_121b_noise,S07,P19,121b_noise,3.66,0,0.0,0.0164371114224195,22.02000617980957
dev/1/S07_P19_121b_speech.wav,dev,1,S07_P19_121b_speech,S07,P19,121b_speech,3.66,3.392,0.926775956284153,46.7608757019043,10.68352222442627
dev/1/S07_P19_122a_mix.wav,dev,1,S07_P19_122a_mix,S07,P19,122a_mix,4.44,3.814,0.8590090090090089,15.923900604248049,22.508737564086918
dev/1/S07_P19_122a_noise.wav,dev,1,S07_P19_122a_noise,S07,P19,122a_noise,4.44,0,0.0,14.579937934875488,21.69486427307129
dev/1/S07_P19_122a_speech.wav,dev,1,S07_P19_122a_speech,S07,P19,122a_speech,4.44,3.594,0.8094594594594594,38.21852111816406,25.68463516235352
dev/1/S07_P19_123a_mix.wav,dev,1,S07_P19_123a_mix,S07,P19,123a_mix,12.26,11.593,0.9455954323001632,26.60725212097168,23.098512649536133
dev/1/S07_P19_123a_noise.wav,dev,1,S07_P19_123a_noise,S07,P19,123a_noise,12.26,0,0.0,5.919623851776123,33.52496719360352
